00000000,2,
00000001,2,
00000002,2,
00000003,2,
00000004,2,
00000005,2,
00000006,2,
00000007,2,
00000008,2,
00000009,2,
0000000A,2,
0000000B,2,
0000000C,2,
0000000D,2,
0000000E,2,
0000000F,2,
00000010,2,
00000011,2,
00000012,2,
00000013,2,
00000014,2,
00000015,2,
00000016,2,
00000017,2,
00000018,2,
00000019,2,
0000001A,2,
0000001B,2,
0000001C,2,
0000001D,2,
0000001E,2,
0000001F,2,
00000020,2,
00000021,2,
00000022,2,
00000023,2,
00000024,2,
00000025,2,
00000026,2,
00000027,2,
00000028,2,
00000029,2,
0000002A,2,
0000002B,2,
0000002C,2,
0000002D,2,
0000002E,2,
0000002F,2,
00000030,2,
00000031,2,
00000032,2,
00000033,2,
00000034,2,
00000035,2,
00000036,2,
00000037,2,
00000038,2,
00000039,2,
0000003A,2,
0000003B,2,
0000003C,2,
0000003D,2,
0000003E,2,
0000003F,2,
00000040,2,
00000041,2,
00000042,2,
00000043,2,
00000044,2,
00000045,2,
00000046,2,
00000047,2,
00000048,2,
00000049,2,
0000004A,2,
0000004B,2,
0000004C,2,
0000004D,2,
0000004E,2,
0000004F,2,
00000050,2,
00000051,2,
00000052,2,
00000053,2,
00000054,2,
00000055,2,
00000056,2,
00000057,2,
00000058,2,
00000059,2,
0000005A,2,
0000005B,2,
0000005C,2,
0000005D,2,
0000005E,2,
0000005F,2,
00000060,2,
00000061,2,
00000062,2,
00000063,2,
00000064,2,
00000065,2,
00000066,2,
00000067,2,
00000068,2,
00000069,2,
0000006A,2,
0000006B,2,
0000006C,2,
0000006D,2,
0000006E,2,
0000006F,2,
00000070,2,
00000071,2,
00000072,2,
00000073,2,
00000074,2,
00000075,2,
00000076,2,
00000077,2,
00000078,2,
00000079,2,
0000007A,2,
0000007B,2,
0000007C,2,
0000007D,2,
0000007E,2,
0000007F,2,
00000080,2,
00000081,2,
00000082,2,
00000083,2,
00000084,2,
00000085,2,
00000086,2,
00000087,2,
00000088,2,
00000089,2,
0000008A,2,
0000008B,2,
0000008C,2,
0000008D,2,
0000008E,2,
0000008F,2,
00000090,2,
00000091,2,
00000092,2,
00000093,2,
00000094,2,
